Project,Hole,From_m,To_m,Colour,Oxidation,Foliation,QtzCarb_Replacement_Pct,Lith1_Group,Lith1,Lith1_Texture,Lith1_Bedding,Lith1_Volc_Txt1,Lith1_Volc_Txt2,Comments,ImagePath,Relog,Logger,Timestamp
GCL,KAD17-077,14.45,17.74,GREY-BLK,UO,WK,15,OTHER,BRECCIA,BRECCIA,,,,"Interpreted as a cross-cutting section over the UM unit. 1-2cm sized angular QC clasts, silicified graphitic 1-3cm sub-angular clasts, sub-rounded vein-derived Qz/QC clasts. Individual and stockwork deformed veins of QC-calcite. 	Intense pyrite mineralization along chlorite-rich foliation plains and within QC-calcite stockwork veins. Alteration: strong qz, carb, calcite, moderate to strong graphite. Trace foliation at 25-45 degrees TCA.",,0,Andrienko,9/17/2017
GCL,KAD17-077,17.74,32.18,GREY-BLK,UO,WK,40,UM,UM,,,,,"Grey-black coloured. Alteration: moderate to strong chlorite, strong QC-calcite, weak graphite. 	Localized silicified graphitic sections. 	Stockwork deformed massive QC-calcite veins. Strong pyrite mineralization within veins and foliation plains, individual QC-calcite veins, and QC stringers. Weak foliation at 30-45 degrees TCA.",,0,Andrienko,9/19/2017
GCL,KAD17-077,32.18,38.65,BLACK,UO,MOD,15,SED,SED-MS-GRAPH,GRH,THIN,,,"Black coloured. Deformed structurally. Fractured section. 	Localized brecciated sections; interpreted as hydrothermal/tectonic breccia; cross-cutting UM units. Containing pyrite bleb clasts, vein clasts 1-3cm size; sub-angular. 	Intense pyrite mineralization as blebs concentrated along foliation plains. Moderate to strong foliation at 60 degrees TCA.",,0,Andrienko,9/19/2017
GCL,KAD17-077,38.65,44.33,GREY-BLK,UO,MOD,40,UM,UM,,MASS,,,"Grey-black coloured. 	Alteration: Intense chlorite, strong talc, moderate to strong carb-calcite, moderate qz. Stockwork deformed massive carb-calcite, and individual def massive QC (predominantly qz) veins. 	Moderate pyrite disseminated within carb-calcite stockwork veins; anhedral 1-3mm size.",,0,Andrienko,9/18/2017
GCL,KAD17-077,44.33,46.66,GREY,UO,WK,10,MAFIC,DYKE-MAFIC,,,,,"Grey coloured. Possible dyke?. 	Sharp contact. Aphanitic. Alteration: mod qz/ab, wk-mod chlorite, pervasive carb/calcite. 	PXRF: Zr= 161, Cr= 40, Ti= 3515ppm. Individual zoned QC-calcite veins and stringers.",,0,Andrienko,9/18/2017
GCL,KAD17-077,46.66,85.9,GREY-BLK,UO,WK,40,UM,UM,MASS,,,,"Localized patchy texture of 1-2mm size QC grains. 	Alteration: Intense chlorite, strong talc, weak qz, strong carb/calcite, weak brown carb/sericite. Stockwork deformed massive veins. Trace disseminated anhedral pyrite within deformed stockwork veins and along chlorite-rich foliation plains. Forms a sharp contact with the graphitic mudstone units downhole.",,0,Andrienko,9/18/2017
GCL,KAD17-077,85.9,142.56,BLACK,UO,ST,10,SED,SED-MS-GRAPH,BED,,,,"Black coloured. Localized very deformed sections. Alteration: intense graphite, moderate to strong qz, weak pervasive carb, trace calcite. 	Thinly bedded. Localized intensely graphitic and foliated fractured sections. Localized silicified mudstone sections with stronger carb-calcite content. Stockwork QC-calcite deformed veins and stringers. Very intense pyrite mineralization (~15-20%) of 1-5cm sized blebs with radial texture within stockwork veins, and disseminated equigranular 0.5mm euhedral pyrite grains within silicified mudstone sections. Locally brecciated sections.",,0,Andrienko,9/21/2017
GCL,KAD17-077,142.56,178.94,GREY-BLK,UO,WK,10,UM,UM-BX,BRECCIA,,,,"Black-grey coloured. Brecciated texture; with changing foliation from 50 degrees TCA to parallel TCA. 	Alteration: weak patchy fuchsite, intense selective graphite, strong qz, strong carb-calcite. 	Stockwork QC-calcite individual deformed veins, and silicified dark-grey fractured mudstone interbeds with QC-calcite infill. Moderate magnetite. Moderate pyrite mineralization weak pyrrhotite and chalcopyrite disseminated within stockwork veins, fracture infill, and as stringer veins; mineralization decreases downhole. Weak overall foliation.",,0,Andrienko,9/19/2017
GCL,KAD17-077,178.94,196.08,GREY,UO,WK,5,MAFIC,MAFIC-BXMS,APHAN,,VAR,,"Grey-black coloured. Aphanitic. Graphitic mudstone interbeds and matrix. 	Localized variolitic texture. 	Individual QC-calcite deformed veins and stringers. 	Anhedral moderate disseminated pyrite, trace chalcopyrite within veins, up to 3mm size; polyphase grains within veins. Alteration: moderate Qz/Ab, strong carb/calcite, weak chlorite. Vein content increases downhole.",,0,Andrienko,9/19/2017
GCL,KAD17-077,196.08,208.71,GREEN-GRY,UO,WK,15,UM,UM-BX,BRECCIA,,,,"Green-grey coloured. 	Graphitic mudstone matrix, localized sections of graphitic mudstone; hornfels facies?. Brecciated mudstone interbeds with QC-calcite vein infill. Alteration: weak chlorite, moderate qz, mod to strong carb-calcite, trace fuchsite. White coloured QC individual deformed massive veins, individual QC-calcite veins. Moderate pyrite, trace to weak pyrrhotite and chalcopyrite within QC-calcite veins. Gradational contact with next unit downhole.",,0,Andrienko,9/19/2017
GCL,KAD17-077,208.71,231.52,GREY,UO,MOD,5,MAFIC,MAFIC-BXMS,APHAN,,VAR,,"Grey coloured. Variolitic texture. 	Interbeds of graphitic mudstone. Background weak magnetite?. Alteration: moderate to strong  qz/ab, weak to moderate chlorite, graphitic alteration to mudstone beds. Moderate mineralization (intense pyrite locally within mudstone interbeds) of pyrite, pyrrhotite, and trace to weak chalcopyrite as polyphase disseminated grains within QC-calcite veins and foliation plains. Sheeted QC-calcite veins and stringers.",,0,Andrienko,9/20/2017
GCL,KAD17-077,231.52,243.94,GREY-BLK,UO,WK,15,UM,UM-BX,BRECCIA,,,,"Dark-grey coloured. Graphitic mudstone interbeds. Alteration: weak to moderate chlorite, trace fuchsite? moderate qz, strong carb-calcite. White coloured zoned-massive QC-calcite veins, sheeted QC-calcite veins and stringers. Brecciated angular mudstone and ultramafic clasts. 	Mineralization: weak to moderate pyrite/pyrrhotite, trace to weak chalcopyrite along foliation plains and within veins.",,0,Andrienko,9/20/2017
GCL,KAD17-077,243.94,255.06,GREY,UO,MOD,15,SED,SED-MSSS,GRH,,,,"Dark grey coloured. Deformed texture. Sandstone/mudstone 0.5cm to 0.5m thick interbeds. Alteration: selective intense graphite, moderate-strong quartz, weak to moderate carb-calcite. Veins: individual deformed QC-calcite massive to vuggy veins, massive sheeted veins, and stringers. 	Intense pyrite, moderate pyrrhotite, and weak chalcopyrite within veins and foliation plains; as 1-3 cm blebs to disseminated within the groundmass. Brecciation and QC-calcite veining at the contact with the next unit.",,0,Andrienko,9/20/2017
GCL,KAD17-077,255.06,278.14,GREY,UO,MOD,5,MAFIC,MAFIC-VAR,APHAN,,VAR,,"Grey coloured. Variolitic texture. Alteration: strong carb-calcite, moderate to strong qz/ab, wk chlorite. Localized small sections with a brecciated texture. Thin mm-scale graphitic mudstone interbeds. QC-calcite deformed individual veins, sheeted veins, and stringers. Anhedral moderate pyrite, weak chalcopyrite concentrated within veins and along foliation plains. 	Forms a sharp contact with the ultramafic units downhole.",,0,Andrienko,9/20/2017
GCL,KAD17-077,278.14,288.38,GREY,UO,WK,15,UM,UM-SS,GRH,,,,"Interbeds of graphitic mudstone. 	Alteration: strong-pervasive carb-calcite, moderate qz, mod chlorite, graphite (mudstone beds). Deformed, massive stockwork QC-calcite veins, individual veins and stringers. 	Mudstone interbeds are brecciated with vein infill. Trace to weak pyrite and pyrrhotite, concentrated within veins and along foliation plains.",,0,Andrienko,9/20/2017
GCL,KAD17-077,288.38,296.82,GREY,UO,WK,5,MAFIC,MAFIC-BXMS,BRECCIA,,VAR,,"Grey coloured. Aphanitic mafic breccia. Small (mm-scale) graphitic interbeds. 	Localized quench texture within chlorite-altered sections. Alteration: moderate-strong Qz/ab, strong graphite (mudstone beds), strong selective chlorite. Moderate overall mineralization (locally intense) disseminated fine-grained to coarse euhedral grain size (up to 5mm) pyrite; within groundmass and foliation plains; moderate pyrite, weak chalcopyrite.",,0,Andrienko,9/20/2017
GCL,KAD17-077,296.82,298.06,GREY-BLK,UO,ST,40,UM,UM,MASS,,,,"Black-grey coloured. 	Alteration: intense chlorite, trace talc, strong carb-calcite, weak qz.	Stockwork, deformed QC-calcite veins. 	Trace mineralization of fine-grained pyrite along foliation plains.",,0,Andrienko,9/20/2017
GCL,KAD17-077,298.06,306.17,GREY-BLK,UO,WK,10,MAFIC,MAFIC-SS,GRH,,VAR,,"Grey coloured. Alteration: mod to strong qz/ab, mod-strong carb-calcite, weak-mod chlorite, strong graphite (mudstone beds). 	Localized mudstone and sandstone (mafic composition) sections. QC-calcite deformed veins, sheeted veins and stringers. Strong pyrite-pyrrhotite, weak chalcopyrite; mostly concentrated along MS foliation plains.",,0,Andrienko,9/20/2017
GCL,KAD17-077,306.17,327,GREY-BLK,UO,ST,15,UM,UM-SS,GRH,,,,"Dark grey-black coloured. Interpreted as reworked mafic/ultramafic-derived sedimentary facies. Sandstone-mudstone sections with sub-mm QC grains; up to 0.5m wide. Alteration: moderate to strong chlorite, moderate to strong carb-calcite, moderate qz, strong graphite (mudstone). Stockwork QC-calcite veins, zoned sheeted veins, and individual veins. Trace to weak pyrite and pyrrhotite, chalcopyrite; concentrated along foliation plains and QC-calcite veins, anhedral and disseminated.",,0,Andrienko,9/20/2017
GCL,KAD17-078,0,7.65,,,,,OVB,OVB,,,,,,,0,Andrienko,9/21/2017
GCL,KAD17-078,7.65,20.45,BLACK,TO,MOD,10,SED,SED-MS-GRAPH,GRH,THIN,,,"Black coloured. 	Fractured section. Bedding/foliation plains at 15-20 degrees TCA. 	Alteration: intense graphitic alteration to mudstone, moderate to strong QC-calcite (veins). 	QC-calcite deformed massive stockwork veins (along foliation plains), and deformed stringers. 	Intense pyrite as oval blebs (1-2cm size) and weak disseminated chalcopyrite; concentrated along foliation plains, with veins.",,0,Andrienko,9/22/2017
GCL,KAD17-078,20.45,21.39,GREY-BLK,UO,WK,1,MAFIC,MAFIC-BXMS,BRECCIA,,,,"Grey black coloured. Aphanitic mafic elongated clasts surrounded by a graphitic mudstone matrix. Alteration (selective): mafic clasts are strongly qz/ab altered, matrix is intensely graphite altered and strongly qz altered, trace to weak carb alteration and trace calcite (veins). 	Mineralization: intense pyrite is elongated 8-10 cm blebs composed of coarse pyrite 2-3mm subhedral grains; along foliation plains. QC sheeted deformed veins; 1mm width, thin deformed individual veins. Weak foliation at 20 degrees TCA.",,0,Andrienko,9/27/2017
GCL,KAD17-078,21.39,27.8,GREY-BLK,UO,WK,5,SED,SED-MSSS,GRH,,,,"Grey-black coloured. Mudstone and granular sandstone sections of up to 1m width with fine-grained to 0.5mm QC-calcite clasts. 	Alteration (selective): mudstone is intensely graphite-altered, moderate to strong QC-calcite alteration to the sandstone sections, strong pervasive qz. Veins: individual QC-calcite veins with internal pyrite, and deformed massive stringers. Mineralization: intense disseminated pyrite as euhedral 2mm grains; pervasive, and concentrated along veins/foliation plains and as vein replacement; trace-weak magnetite. Weak to moderate foliation: 30 degrees TCA average, parallel TCA at 22.75 to 23.50m depth.",,0,Andrienko,9/22/2017
GCL,KAD17-078,27.8,48.35,GREY-BLK,UO,MOD,5,SED,SED-MSSS,GRH,,,,"Grey-black coloured. Small localized sections (20-30cm width) of mafic BXMS; displaying sedimentary reworked breccia to clastic texture. Alteration (selective): intense graphitic alteration to mudstone, strong qz/ab to mafic clasts, strong pervasive qz, strong carb alteration to sandstone sections and clasts, QC-calcite within veins. ~1m wide sandstone sections with ~1mm QC-calcite equigranular clasts. 0.5-1m clastic sedimentary reworked with polymictic clasts of up 1 cm size. Clasts are mudstone, mafic, vein/sulphide bleb derived; sub-angular to sub-rounded. Sheeted QC-calcite, individual and stringer veins. Strong pyrite, and trace chalcopyrite mineralization of up to 5cm length elongated pyrite blebs with radial internal texture, concentrated along foliation plains and veins. 	Forms a sharp contact with the ultramafic units below. Weak to moderate foliation at 40 degrees TCA.",,0,Andrienko,9/22/2017
GCL,KAD17-078,48.35,105.15,GREY,UO,MOD,50,UM,UM,MASS,,,,,,0,Andrienko,9/22/2017
GCL,KAD17-078,105.15,155.87,BROWN,UO,WK,35,UM,UM,MASS,,,,,,0,Andrienko,9/23/2017
GCL,KAD17-078,155.87,162.38,GREY-BLK,UO,WK,5,UM,UM-SS,MASS,,,,"Dark grey coloured. 	Alteration: moderate chlorite, strong pervasive qz/carb, trace brown carb. 	Localized clastic texture; subangular 0.5cm clasts. Veins: stockwork deformed massive dark-grey QC, sheeted zoned qz veins, qc deformed individual veins. 	Mineralization: strong pyrite (fine grained to coarse euhedral), weak arsenopyrite (up to 0.5mm size, euhedral); mineralization increases downhole. Weak foliation at 40 degrees TCA.",,0,Andrienko,9/24/2017
GCL,KAD17-078,162.38,164.09,BROWN,UO,WK,10,UM,UM,GRAN,,,,"Brown coloured. Sharp contact with the surrounding units. 	Prominent cumulate texture of euhedral QC grains of up to 1cm size; interpreted as olivine replacement. 	Alteration: moderate QC, moderate to strong brown carb, weak chlorite. Veins: individual brecciated QC with smoky qz, and sheeted dark-grey coloured deformed zoned QC veins. Mineralization: trace very fine-grained pyrite within the groundmass and stockwork veins. Trace foliation at 45 degrees TCA.",,0,Andrienko,9/23/2017
GCL,KAD17-078,164.09,171.65,GREY-BLK,UO,MOD,10,UM,UM-SS,MASS,,,,"Dark-grey coloured. 	Alteration: moderate pervasive qz-carb, moderate chlorite, trace patchy brown carb. 	Localized clastic texture; subangular 0.5cm clasts. Sheeted massive to zoned QC (predominantly qz) veins, individual white-coloured to smoky coloured qz deformed veins, and qc stringers. 	Intense pyrite with weak arsenopyrite; equigranular up to 0.5mm euhedral disseminated within the groundmass (along foliation plains) and veins; mineralization decreases downhole. Moderate foliation at 45 degrees TCA.",,0,Andrienko,9/24/2017
GCL,KAD17-078,171.65,203.77,GREEN-GRY,UO,MOD,20,UM,UM,MASS,,,,"Green to brown coloured. Alteration: weak to moderate patchy fuchsite (locally strong), moderate brown carbonate, weak to moderate chlorite, moderate pervasive QC; moderate to strong patchy fuchsite starts at 188.46m. Veins: stockwork massive-zoned grey-coloured QC, individual QC vuggy veins, and QC deformed stringers; white-grey QC vuggy veins begin at 188.46m. Weak pyrite; as sparse 1-2mm grains concentrated within veins and along foliation plains. Moderate foliation at 50 degrees TCA.",,0,Andrienko,9/23/2017
GCL,KAD17-078,203.77,206.4,BROWN,UO,ST,40,UM,UM,MASS,,,,"Brown-grey colour. Alteration: strong qz, strong ab?, moderate pervasive carb, moderate to strong chlorite, trace talc, moderate brown carb. Stockwork deformed massive QC veins, deformed QC vuggy veins, thin sheeted QC veins. 	Possible albitization? 	Trace fine-grained pyrite concentrated along foliation plains, background magnetite. 	Strong foliation at 30 degrees TCA.",,0,Andrienko,9/23/2017
GCL,KAD17-078,206.4,218.39,GREY-BLK,UO,MOD,35,UM,UM,MASS,,,,"Black-grey coloured. Alteration: strong chlorite, moderate brown carb, moderate-strong qz weak carb. Stockwork massive deformed QC-calcite, deformed zoned white to grey coloured QC veins, and deformed sheeted QC-calcite veins. Mineralization: trace pyrite and chalcopyrite, mostly within veins; fine-grained to 1mm size, background magnetite. Moderate to strong foliation at 45 degrees TCA. Varying alteration intensity of qz-chlorite and brown carbonate, and foliation intensity.",,0,Andrienko,9/24/2017
GCL,KAD17-078,218.39,241.47,GREY-BLK,UO,WK,40,UM,UM,MASS,,,,"Black-grey coloured. 	Localized domains of brown carbonate. Alteration: intense chlorite, trace to weak talc, weak patchy brown carb, weak qz, moderate carb. Patch of fuchsite at 232.37-232.91m. Veins: stockwork deformed massive QC-calcite veins, sheeted qz massive to zoned veins, QC individual white-coloured veins. 	Trace pyrite mostly within stockwork veins as anhedral grains up to 1mm size, very trace and fine-grained within the groundmass. 	Strong foliation at 40 degrees TCA.",,0,Andrienko,9/27/2017
GCL,KAD17-078,241.47,244.5,GREY-BLK,UO,MOD,5,DYK,DYKE-UM,GRAN,,,,"Granular texture, ~0.5cm size elongated QC grains; within chlorite-dominant foliation plains. PXRF: Zr 99, Cr 660, Ti 3273ppm. 	Alteration: strong chlorite, moderate qz, moderate carb. Veins: individual qz deformed veins, and massive to zoned deformed QC veins. Very trace pyrite, very fine-grained along foliation plains. Moderate foliation at 20 degrees TCA. 15 degrees TCA sharp contact.",,0,Andrienko,9/24/2017
GCL,KAD17-078,244.5,247.16,GREY-BLK,UO,MOD,40,UM,UM,MASS,,,,"Black-grey coloured. Alteration: strong-intense chlorite, weak qz, moderate pervasive carb. Veins: stockwork massive-deformed QC veins, sheeted QC (predominantly qz) zoned veins, and sheeted deformed vuggy veins. Moderate to strong disseminated pyrite; fine-grianed to 1mm size, euhedral; within veins and groundmass. Moderate foliation at 10 degrees TCA.",,0,Andrienko,9/24/2017
GCL,KAD17-078,247.16,248.84,GREY-BLK,UO,MOD,10,UM,DYKE-UM,GRAN,,,,"Granular texture, ~0.5cm size elongated QC grains; within chlorite-dominant foliation plains. PXRF: Zr 85, Cr 678, Ti 3460ppm. 30 degree TCA contact. Alteration: strong chlorite, moderate QC. Veins: sheeted deformed QC massive veins, deformed/zoned QC (predominantly qz) sheeted veins, deformed QC stringers (cross-cut older veins). 	Trace disseminated very fine-grained pyrite along chlorite-rich foliation plains. Moderate foliation at 35 degrees TCA.",,0,Andrienko,9/24/2017
GCL,KAD17-078,248.84,264.86,GREY-BLK,UO,MOD,40,UM,UM,MASS,,,,"Black-grey coloured. Alteration: strong chlorite, moderate qz/carb, trace calcite. QC stockwork massive deformed veins, QC sheeted deformed veins with internal brecciated carb grains, massive deformed stringers. 	Trace fine-grained pyrite within groundmass and foliation plains. Moderate foliation at 30 degrees TCA.",,0,Andrienko,9/24/2017
GCL,KAD17-078,264.86,270.96,BROWN,UO,MOD,20,UM,UM-SS,,,,,"Reworked sedimentary texture with sand-sized internal grains (~0.5mm size), and chlorite grains. Thin chlorite-rich foliation plains. 	Alteration: moderate chlorite, brown carb/sericite?, moderate to strong QC. 	Stockwork massive deformed QC veins, and massive deformed qz veins. Trace very fine-grained pyrite; within groundmass and veins. 	Moderate foliation at 40 degrees TCA.",,0,Andrienko,9/24/2017
GCL,KAD17-078,270.96,274.85,GREY-BLK,UO,ST,1,SED,SED-MSSS,GRH,THIN,,,"Laminated bedding ~5cm thickness, younging direction not determined. 	Localized graphitic mudstone sections. Sandstone sections with ~0.5mm average clast size, localized 3mm rounded clasts. Alteration: selective strong graphite to mudstone sections, pervasive strong QC, trace-weak calcite. Veins: massive QC-calcite sheeted deformed veins, QC-calcite individual veins. Weak overall pyrite, strong to intense within mudstone sections; disseminated pyrite (coarse-grained; euhedral; up to 1mm size). Moderate to strong foliation at 35 degrees TCA.",,0,Andrienko,9/24/2017
